,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,287,328,1217.5741564083676,0.0,8018.020121257489,0.8789893730139944,0.8481452854950666,0.8264517548515047,0.8481452854950666,0.8617021405874221,0.05926983179896465,125.36455810301219,434.40213068808,1.3177209484939043
